image,plate,confidence,method
CG4_jpg.rf.1e8169124305196da3db89f6d566d0d4.jpg,CG04AV7009,0.949589192867279,first_pass
car-wbs-TN21AT0480_00001_jpg.rf.32b3aad4dd540e9bc061cd7b94ea7d84.jpg,TN21AT0480,0.9700022339820862,first_pass
a970d6e0-5948-4412-a1ec-67c5240722a8___images-gallery-misc4-250x250-jpg_jpeg.rf.a8b585b1b709cc0fec368cef3ae3d786.jpg,HR26BA8800,0.7474322617053986,first_pass
car-wbs-MH46BV0688_00000_png.rf.ed5579a040a715444e9882470f6193a2.jpg,ND11MH46,0.8473406235376993,first_pass
MH12_jpg.rf.99eebf93d8901007a6b7403c4705f8fb.jpg,MH12NJ5838,0.9955345392227173,first_pass
video9_90_jpg.rf.f8d5d05cb62a8c0b7a0a113cc6867ff3.jpg,MH01DT1917,0.9976077079772949,first_pass
ML39_jpg.rf.336cd1247495c10a17e32f8a81d29b1f.jpg,ML05G6098,0.9773988723754883,first_pass
MN5_jpg.rf.4e807b310f3b7f15e3b9e8f0ca92465b.jpg,MN01G5395,0.9562526345252991,first_pass
WB17_jpg.rf.7664dc50547478db87301c4153ddb5cc.jpg,MB02AJ4534,0.9579126238822937,first_pass
NL8_jpg.rf.d77d99259490ca7c9833fc8b71bdc549.jpg,NL07T0937,0.9224231839179993,first_pass
video4_2780_jpg.rf.344f8aa94132095d7ad3b775f98928bf.jpg,MH01AV7461,0.9596720933914185,first_pass
HR5_jpg.rf.7ad86572ae2dcdff58813eec8687d1b9.jpg,HR26CC7676,0.999851405620575,first_pass
video11_990_jpg.rf.ef4318d748da73fa261919c34595f59c.jpg,MH47Y1124,0.988375186920166,first_pass
OD24_jpg.rf.4d3b13124275c932e3fe6cbd639f3de4.jpg,OD02J0435,0.8756818771362305,first_pass
video11_1590_jpg.rf.b90aba061512dac16206e2827d3fbc29.jpg,MH02BQ9628,0.9976646900177002,first_pass
video5_380_jpg.rf.6134bea287ac3a610d547e1160851708.jpg,MH03CS6266,0.9809297919273376,first_pass
HR9_jpg.rf.b32ca7b21162b3a55e0ef29ecfe3755e.jpg,HR29AS0015,0.9950353503227234,first_pass
video11_3840_jpg.rf.1d35c3caaf36b6279e29fdb1e5d616db.jpg,IL01M9839,0.883523166179657,first_pass
video3_640_jpg.rf.1ce4293c279449861d57f5a691881a38.jpg,MH02ER9194,0.9534355401992798,first_pass
6ec9d264-9eab-4027-bdcc-6f71c842ee75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_846635891_1_1080x720_nissan-terrano-xl-d-thp-110-ps-2013-diesel-dehra-dun_jpg.rf.448194af73dadf1224af2922b5264d10.jpg,UK07BA7252,0.9947358965873718,first_pass
video8_1030_jpg.rf.0e1ad9b1a3266c56b57eb80a7e72de1a.jpg,HO2EE6842,0.9615530073642731,first_pass
d3d2cbaa-f24a-4cb7-a236-53fa514816b4___new_2017-Skoda-Rapid-Diesel-DSG-Review-6-jpg_jpeg.rf.5b1ded65157d888169bc29d06911c79e.jpg,MH20EE045,0.9611492156982422,first_pass
video8_770_jpg.rf.ad19812be9e46578dac51a6cae7a1cb4.jpg,MH01CR7388,0.9999430179595947,first_pass
car-wbs-TN37CR4019_00000_jpeg.rf.30d324e6f4a3b8df91c81c304169fe05.jpg,TN37CR4019,0.9997743368148804,first_pass
c48f8704-bc40-462a-a595-445b2f2e63fe___new_77cca4b6f3864b3928824a030ba101d2-jpg_jpeg.rf.f5fcf6a3ae4a34ba3d75d4574ce81e0b.jpg,KL60N5344,0.9807579517364502,first_pass
WB8_jpg.rf.d67eb22edcc8ba186e4347a902176b5c.jpg,WB06J4432,0.9747668504714966,first_pass
video11_4800_jpg.rf.50eb9931f5a88293ca44f23e5812e159.jpg,MH03CP1328,0.9515807628631592,first_pass
video2_450_jpg.rf.482273967c81fb0db59a8cb6a695e809.jpg,MH02DN8718,0.9997204542160034,first_pass
video8_850_jpg.rf.f6f21bc0cd89fa9023382eb19f8630bf.jpg,MH01BT0050,0.9969407320022583,first_pass
car-wbs-DL7CN5617_00000_png.rf.01fc6b64025bd107ef169539b477a395.jpg,DL7CN5617,0.9990196824073792,first_pass
video9_110_jpg.rf.21306ccbcc5e1e568e25fecdca816cef.jpg,MH01DT1917,0.9791566729545593,first_pass
video11_1100_jpg.rf.64d99479b34bba9af360d36a57684b07.jpg,MH47Y1124,0.9756098389625549,first_pass
video11_3340_jpg.rf.6ed1524584cf899202c691f9e9316f2c.jpg,MH02BQ9628,0.9999831318855286,first_pass
video6_840_jpg.rf.6c1bc7b49f239f6d6aca589cf18e8ea5.jpg,MH02DS9365,0.992042064666748,first_pass
video10_850_jpg.rf.0c1d130145bc46c506e233a1081b86dd.jpg,MH01AU0059,0.9746980667114258,first_pass
video2_3740_jpg.rf.73a53638a3a274226bb445ed7a25b52e.jpg,MH47N2829,0.87722247838974,first_pass
CG19_jpg.rf.39ee4fd5d78d79ade4633faa227568ff.jpg,CG07MA7848,0.9257816076278687,first_pass
HP7_jpg.rf.46092591a1e09157f379df0ca5e72e39.jpg,HP12C3766,0.9998366832733154,first_pass
cbd81ff4-fc2a-4cd5-bed6-0fef4c456caa___226616d1495986750-zoomcar-review-mahindra-scorpio-s4-09-pamban-jpg_jpeg.rf.d069fe81bb2cb15f8dd100ecfa3c6334.jpg,KA51A3469,0.888287365436554,first_pass
video5_110_jpg.rf.3c336dc44f7f83172a3f03011d5047d2.jpg,MH03CS6266,0.9998573660850525,first_pass
video2_4080_jpg.rf.577b3b7f25a24a67df1b16cd035feacc.jpg,MH02BT6482,0.9995039701461792,first_pass
DL26_jpg.rf.4909d79a8b9b896182f8592cf685b2be.jpg,DL11CA4900,0.9902448654174805,first_pass
GA7_jpg.rf.3698ca1cb5f87576b2ee5c25e3b849f9.jpg,GA07K7150,0.9237943291664124,first_pass
SK7_jpg.rf.e1b07627aad4e37514bb44673d918336.jpg,SK02P3471,0.9982966184616089,first_pass
car-wbs-MH01BU5207_00000_jpeg.rf.b9dad6c4d2a1dba38e8571759bde7f01.jpg,MH01BU5207,0.9997260272502899,first_pass
video5_100_jpg.rf.c1bfdb53711624ccf8185f0810a32974.jpg,MH03CS6266,0.9999269247055054,first_pass
video3_2190_jpg.rf.1b376c7239b7e1359af6dfbf30a46a65.jpg,MH02BT682,0.9677549839019776,first_pass
PB14_jpg.rf.94b9acb301ef41e5ce287c3f1a74fbc1.jpg,PB10EH0164,0.9915380477905273,first_pass
fc1f58f0-2f54-4545-8915-2936d08dcce1___new_Skoda_Laura_DSG_Long_Term_Review-125-jpg_jpeg.rf.0f51db419399f6fde7085a3b5a0e08f2.jpg,MH2OBN3525,0.9746283292770386,first_pass
video6_1000_jpg.rf.bb1700e121773b511aef02979ac6570d.jpg,MH02DS9365,0.9917382001876831,first_pass
video8_750_jpg.rf.522227ef8ebf99d87fa6e15da35965d7.jpg,MH01CR7388,0.9999867677688599,first_pass
MH18_jpg.rf.e4371bdf5b160dd12901a3d87f25f55b.jpg,MH12HN4507,0.9617513418197632,first_pass
PB1_jpg.rf.b63e7671b70b1d22a983195ff0a04fbd.jpg,PB11BG7347,0.9132235646247864,first_pass
video3_1770_jpg.rf.1a1aa764a436e175f284b86cb2d71145.jpg,MH02BT6482,0.9948599934577942,first_pass
f20708c6-14cd-46ff-b8f1-6faef5fd8d2d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-20346_jpg.rf.fc44c0d3bae97c198dfd1b937bfcf4bc.jpg,RJ27TC0530,0.9688380360603333,first_pass
HR10_jpg.rf.a9a81fbf048d4bab29929e781c2eb946.jpg,HR26BY4812,0.9996998906135559,first_pass
video6_830_jpg.rf.a5c9cc03cf9b356a23a9bd7dbe9841e3.jpg,MH02DS9365,0.9968657493591309,first_pass
ML32_jpg.rf.28655c416499134210b31552f7ec5e8f.jpg,ML10C2674,0.9409102201461792,first_pass
UP23_jpg.rf.648538b7b51157b3e718662eccd8d2aa.jpg,UP78ED0449,0.9583093523979187,first_pass
video11_2680_jpg.rf.846729dad1cc0824bf67eabaa5a81274.jpg,MH03BS4060,0.8755191564559937,first_pass
684f079f-6085-420c-8e4e-e1aed270fc05___Toyota-Fortuner-Number-Plates-Design-jpg_jpeg.rf.ed41439233d79f3550639aa44c0a5182.jpg,KL53E964,0.9780827760696411,first_pass
JK2_jpg.rf.8907f8570092993cbc78cc92f48c9d6b.jpg,JK02BJ7997,0.9989549517631531,first_pass
7f768bfc-4c86-4fff-932d-c9871a82dce5___1431955d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4422_1024-jpg_jpeg.rf.c5c0732f6f1dee48cdb5e42e5a667dbf.jpg,MH03BS7778,0.984575629234314,first_pass
TS8_jpg.rf.26b9be5a4b5718c1bcb58d145d1c67f8.jpg,TS09EG6565,0.9902874827384949,first_pass
ML31_jpg.rf.6af3bebb672090dd58ed5efd47922f50.jpg,ML05J8950,0.9707575142383575,first_pass
video11_1010_jpg.rf.aebdf86f848f7a6e106c965e82f333e0.jpg,MH47Y1124,0.9987658858299255,first_pass
49bdf0d9-4e64-41eb-9c19-eabdc4afb051___Maruti-Suzuki-Ciaz-Photos-30-JPG_jpeg.rf.ed23c6c847264db2c9b9547bfa1fa072.jpg,HR26CH3604,0.998242974281311,first_pass
JK34_jpg.rf.0d1d7932e7d8c4c67a5a5245da4effdf.jpg,JK10B2313,0.9671491384506226,first_pass
video3_1780_jpg.rf.a5896489b8bc9abf14715497eb1be9f1.jpg,MH02BT6482,0.9931024312973022,first_pass
car-wbs-TN99F2378_00000_jpeg.rf.de37327455a844d1580663c40aa78fbd.jpg,TN99F2378,0.9998034238815308,first_pass
DN3_jpg.rf.d538e320ef5ea5ed38f339e3e4ce0233.jpg,DN09H0968,0.9409139752388,first_pass
car-ybs-MH46AD5258_00000_png.rf.6fe23ecb290df0f1b58a121c9b01c40c.jpg,MH46AD5258,0.999862015247345,first_pass
video5_140_jpg.rf.3090c510499e9d1bcd711f95a14dd3a7.jpg,MH03CS6266,0.9997633695602417,first_pass
DL13_jpg.rf.db4b99b3fe05124a06cf6d146008ef06.jpg,DL12CJ9823,0.999555766582489,first_pass
CH6_jpg.rf.45c91f9f2be5e30d2d1578303dd98d1c.jpg,CH01AZ2642,0.9754952192306519,first_pass
5cbd7465-ad12-4e6b-8eaf-d7056c3852f8___New-2018-Maruti-Suzuki-Swift-radiator-grille-600x398-jpg_jpeg.rf.45e9e5a518fcc19dd9e44217b999d6ae.jpg,HR26DK0830,0.9986346364021301,first_pass
bff789cd-2d58-4399-a55e-33be55f313e3___IMG_0472-jpg_jpeg.rf.6f9461aae122d4029153b259e815550c.jpg,MH02CT2727,0.9995380640029907,first_pass
fbc107b7-13d8-4a2d-b8be-7c96bd7d609c___new_9214a754343030395508e104d7948167_large-jpg_jpeg.rf.ec81a7c3f88c1f45ed48d9933f0b231c.jpg,PB08CX2959,0.8857148885726929,first_pass
video11_3250_jpg.rf.d6c244193d88cf0de0219bcd8c541c42.jpg,IL02BQ9628,0.899223804473877,first_pass
video9_290_jpg.rf.e34753d115828651dfbb2360ce0b36bf.jpg,MH02FN2783,0.9958529472351074,first_pass
BR17_jpg.rf.9ca1443870519c81411dcb49eaaa969e.jpg,BR06PO0006,0.8933347463607788,first_pass
0c9ebe94-827d-4c74-9950-6816e70d1bab___IMG_8883-jpg_jpeg.rf.e47197de618cbaa971066bfdd1c846ba.jpg,MH20BY3665,0.9989787340164185,first_pass
TN6_jpg.rf.880da26a7d7b04122d0d2b01da6e5ae0.jpg,TN19F0816,0.9994156360626221,first_pass
video11_1680_jpg.rf.bedcc1a08d9355f3688a77e9a8290320.jpg,MH02BQ9625,0.972603440284729,first_pass
video11_1660_jpg.rf.96a2f4c427ff2a9cb170e0d8c15b39d0.jpg,MH02BQ9625,0.9811350703239441,first_pass
video11_1900_jpg.rf.522f21a477c2e550d98cd1182817a770.jpg,MH47Y1124,0.9973508715629578,first_pass
GJ12_jpg.rf.b06851bfaac54586802f82781d981f0b.jpg,GJ06PA0097,0.9899165034294128,first_pass
car-wbs-MH03BS7778_00000_jpeg.rf.5bd9dd6efbafe6680f868bfe42be5fd9.jpg,MH03BS7778,0.9923683404922485,first_pass
video2_180_jpg.rf.1593649ec1150b07526d105a3ffd6c3e.jpg,MH02EK4399,0.9968589544296265,first_pass
car-wbs-KL10AW2111_00000_jpeg.rf.f1b9f49d3e369cc615c8428fbb9a4ebb.jpg,KL10AW2111,0.9884953498840332,first_pass
BR14_jpg.rf.d0982ee70e1ee6ed7e310f417c750311.jpg,BR01BL6628,0.8202913403511047,first_pass
2c9306ab-3454-4ca0-89fd-db3f51dabcef___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-front-three-quarters-on-plain-ground_jpg.rf.57523ee03b658f32298df31455445f14.jpg,RJ27TC0530,0.973693311214447,first_pass
CG9_jpg.rf.1a51a8208442638ec1af6ae60bf6488b.jpg,CG04HC4887,0.9840604662895203,first_pass
video5_70_jpg.rf.9ec41dd816d776ac94bb560410115755.jpg,MH03CS6266,0.9998498558998108,first_pass
CH10_jpg.rf.eda78aee266ea7d25a52d66fe3b21f9b.jpg,CH01AB4559,0.9520524740219116,first_pass
BR11_jpg.rf.abcf41b25015f0f2a7b44f7e566d5a91.jpg,BR02AF7424,0.9548190832138062,first_pass
video8_250_jpg.rf.7ba26835d2b649fca5b4809a72699e97.jpg,HL7AU1306,0.5991048216819763,first_pass
car-wbs-MH20BN3525_00000_jpeg.rf.d10f573a965dc50afa0a5c6423cdc5e0.jpg,MH2OBN3525,0.9681158065795898,first_pass
MP3_jpg.rf.cb27c872def4cac3c34f8db42a9e155a.jpg,MP65C0654,0.9706823825836182,first_pass
video9_100_jpg.rf.0e4c42e4e7fa2ed1c91c23dfff4efefa.jpg,MH01DT1917,0.9981,second_pass
video4_3510_jpg.rf.02a83f5610e01a31bab4ecfe256a83f8.jpg,LP2DJ1952,0.8359,second_pass
GJ5_jpg.rf.7915161567414b009f4175bc52c65797.jpg,GJ15CG7928,0.947,second_pass
video6_1050_jpg.rf.34d3e9552e81557f547e1b284d715e21.jpg,0205935,0.6196,best_available
video3_1100_jpg.rf.b7f3c5ef8d4d716c9199c226ccbf344d.jpg,,0.0,best_available
DL34_jpg.rf.4090bae84b1d307ac2167e14a000b380.jpg,DLBCHA5085,0.8644,best_available
BR8_jpg.rf.7f05401e67a6a3ab02ee37ea564df2db.jpg,BR010G6692,0.9337,best_available
TN1_jpg.rf.a0560aa75551e56606202d113757b346.jpg,TH638Y795L,0.9415,best_available
PB5_jpg.rf.7cbb04536d1d17dc5fcb7b223168ab2c.jpg,37313152,0.9188,best_available
JK6_jpg.rf.9b2a148d69f0bc970117daa99d4aa4b4.jpg,K01R8021,0.9385,best_available
JH18_jpg.rf.0b16e0c96e234c1af1eb046216db44c1.jpg,JH0593291,0.9702,best_available
video8_2270_jpg.rf.08a9ab6f41e9bbfbd066cca1028aa777.jpg,XECXTA,0.4074,best_available
video11_760_jpg.rf.9aa33e7492da29fbc69b464fb69032d3.jpg,H1AX3070,0.5786,best_available
KA7_jpg.rf.643d767a32660795427f4f5a79eff740.jpg,,0.0,best_available
video8_2360_jpg.rf.5960e16c0c7b778d89d5f838f6d5038a.jpg,X302259005,0.5536,best_available
c1d91c5e-128b-41d4-9f9d-ebfbef98b597___High_security_n15816-jpg_jpeg.rf.80ec4f75b12c547da5e6b83ff413cf47.jpg,IND,1.0,best_available
video4_2970_jpg.rf.3454aac06ed556e3e529e48d5dc73452.jpg,H009580,0.4579,best_available
OD27_jpg.rf.683d34343b9d4296f30f1d1eeba327d2.jpg,900237400,0.8893,best_available
fac9f4e6-c4b9-4872-86da-79d58ea2adc5___5273-jpg_jpeg.rf.03d2bb5906e66eafb0a3fd78e5af35a5.jpg,0206890,0.7734,best_available
video4_2590_jpg.rf.ee3bdeecc707bf962b3e1e91ccb9e2e5.jpg,BU1852MH01,0.9999,best_available
video11_1350_jpg.rf.b47ac4bbd53b3727c8220e11fbe1c6b3.jpg,MH01DB1477,0.995,second_pass
video8_1420_jpg.rf.69ef63576558ca1537f6dfa8006edf98.jpg,MH4705851,0.9982,best_available
PY14_jpg.rf.3dbbc54086b4f83b54b8a5fa718581d6.jpg,PY01CY2442,0.911,second_pass
JH9_jpg.rf.2cda223d5c0e3b4d5fc0943736e1fa04.jpg,JH018U9956,0.7928,best_available
206c95ff-83b8-4273-b105-6637bf9a3038___numerix-number-plates-thodupuzha-idukki-number-plate-dealers-1lhwiga-jpg_jpeg.rf.72dffe6a1ce481c3002e7e513bee1f34.jpg,500838FNUMERIXEURO,0.9929,best_available
AP30_jpg.rf.37d7d2ea753fd590a02b917e32a5f030.jpg,AP31DT9378,0.9888,second_pass
video9_370_jpg.rf.407261270c42b6af8e464b77aa1d3937.jpg,WHI2FICTED,0.7013,best_available
video10_920_jpg.rf.776368e8447824a461acd7907bd30f08.jpg,WD10059,0.7197,best_available
HP20_jpg.rf.1e414e6219e6b44f90625cc30f8d9ec2.jpg,TRSISG,0.7201,best_available
8187c22d-5fa4-4976-9c00-80b2ab66b97d___1290890d1411349145-take-look-number-plate-img_20140903_093600_hdr-jpg_jpeg.rf.afac492f1af94885bfa0cc54839b7817.jpg,EB1458TS09,0.998,best_available
video4_2600_jpg.rf.9d8a6b97baa3b9bf3f2fad12ee75e1ed.jpg,BU1852MH01,0.9998,best_available
video4_2170_jpg.rf.dcc0adee51e61c668f0c42a00323b478.jpg,DW9020MH04,0.9848,best_available
MN2_jpg.rf.9419036950d7b4f66e11ca54ae4b8dfa.jpg,128,0.9431,best_available
car-wbs-TN58AM1_00000_jpeg.rf.d94e5944631ff4e5de6f6e33cfeb362b.jpg,TN58AM,0.9998,best_available
video11_780_jpg.rf.e877953ecd1d8add17fa1cc44ed8b448.jpg,101AX3070,0.9997,best_available
ML38_jpg.rf.4d9fe6e4d9c81aae5604b810012c21f1.jpg,ML064696,0.9983,best_available
video3_1210_jpg.rf.a4aae7709baf2294082cbec4913a1e50.jpg,MH02BT6482,0.945,second_pass
video4_2210_jpg.rf.b0c4c3e345ce8f08963ef1f6a88f7b0e.jpg,SORDSCRSRSO,0.691,best_available
WB20_jpg.rf.35f62cb35ab15d18254e39a47ccd2acc.jpg,WB171717,0.9994,best_available
video3_1920_jpg.rf.027edcd8ee52c48f7ce2fb7b23bde245.jpg,BD2186MH01,0.9878,best_available
video8_130_jpg.rf.3c5fe3c9b938b9ee4ac7e7b5b1f5d671.jpg,WH120G144,0.7202,best_available
